index,audio_path,ground_truth,whisper_transcription
147,data/AudioCorpus/Recordings/mns_9631248b-70a9-4214-8041-be3ffe4740ca/001_╨₧╨╝╨░╨│╨╡_╨░_╤é╤Å╨│╨╡_╤à╨░╨╜╨╕╤ë╤é╨░.wav,omaɣ'ee-āt'ajaɣ'ee xan'is'tan xōtpaɣ ōlsəɣ.,oməŋ ati χănśnăn χuat pa λoλˊəλsəw
148,data/AudioCorpus/Recordings/mns_d62322fd-b3e5-4709-bf24-cff8061e45ed/041_╨ó╤ï_╤Å_╤é╨╕╨╗_╨░_╨│╨╕╤Ç╨╕╤ë╨║╨▓╨╡_.wav,ti jāt'əl āɣ'ir'is'kw'eēn os taw s''eēm'jatēn pustāɣəl ōlne lātəŋ t'eētēw.,ti jetiλ ăkirś kwjan oλ tăw śi m tԑn pʉstaw oλňăj latăň kԑtaw
149,data/AudioCorpus/Recordings/mns_9631248b-70a9-4214-8041-be3ffe4740ca/019_╨«╤Ç╤é╤ï_╨╜╤Å_╨▓╤Ç╨░╨╝╤ï╨│_╨╛╤ü_╨┐╨╕.wav,jurtəŋ n'ajāwraməɣ os p'it'ipatta mān' ēs'uw.,jurtəŋ ńawrəm ospiti păta mań ɛśəw
150,data/AudioCorpus/Recordings/mns_d62322fd-b3e5-4709-bf24-cff8061e45ed/014_╨É╨╝_╨╝╨░_╨╜╤î╤ë╨╕_╤é╤â╤Ç╨╗╨╛_╨┐╤ü_.wav,am mān's''i turlōps sakəl amt'i xartsum.,am man'śa tur lăp lakλ amti χărtλum
151,data/AudioCorpus/Recordings/mns_88c33b5a-ec48-4679-aeb6-ead6e7f69a6a/032_╨Ñ╨╛╤é╤ï_╨╜╤Å_╨▓╤Ç╨░╨╝_╨║╨╛╨╜_╨║╤â╤Ç.wav,xoti n'ajāwram kon­kursət nōx-patəs.,χotəj njawrԑm concurset năχ pătăs
152,data/AudioCorpus/Recordings/mns_3002b4aa-88b0-4e33-8c62-3bf964711e2f/003__╨¢╨╡╤ü╨╛╤à╤Ç╨░╨╜╨╕╤é╨╡╨╗╤î_╨╜╨░╨╝╨┐╨░.wav,«l'eesoxran'it'eel'» nampa is'xīpəŋ kam'eerat karəs mān taɣatēɣət.,λʉw soχranjtijλ nԑm pa iśipn kamirăt karăsman tă­kătij
153,data/AudioCorpus/Recordings/mns_d62322fd-b3e5-4709-bf24-cff8061e45ed/020_╨É╨╝_╨ò╨▓╨│╨╡╨╜╨╕╤Å_╨Æ╤î╤Ä╤é╨║╨╕╨╜╨░╨╜.wav,am ewɣ'een'ija w'jutk'inan mān'­s''i sup j'inuŋkw'ee n'ojōtw'eēsum.,am genija wʉt­knăn măn'śăsup jinum χuj njoat wԑsum
154,data/AudioCorpus/Recordings/mns_3002b4aa-88b0-4e33-8c62-3bf964711e2f/049_╨Ñ╤â╨╝╤â╤ü_╨▓╨╕╤é_╨╛_╨╜╤é╤ï_╨╝╨░╨╜╨╛.wav,xumus w'ət ōnti manos jolal' tōsmiɣtas.,kəmas wt oantti mănas juλaλ' toas muλtas
155,data/AudioCorpus/Recordings/mns_93778d7d-6d7f-4690-adc6-b5a050fe70c3/024_╨₧╤ü_╤é╨╕╤é╤à╤â╨╕╠å╨┐╨╗╨╛╨▓_╤à╨░╨╜╨╕╤ë╤é.wav,os t'itxujplow xan'is'taxtən n'ajāwramət janiɣmasət.,əstit χujəp λʉw χănś tăχn njawrԑm nԑməsət
156,data/AudioCorpus/Recordings/mns_41750756-d0b8-4e44-b90b-0d6770b8df9a/029_╨ó╨░_╨╜╤é╨╕_╨▓╨░_╤Ç╨╜╤ì_╤Ç_╨┐╨░╤é╨░.wav,tānt'i wārne rupatanəl urəl potirtasət os an' j'ist xumus masnutət.,tănti warni rəpatanλ urλ putərtăs os ăň jisət χuməs măsnotət
157,data/AudioCorpus/Recordings/mns_93778d7d-6d7f-4690-adc6-b5a050fe70c3/008_╨ó╨░╨▓_╤é╨░╨║╨║╨╡_╤é_╨┐╨░_╨▓╤ï╨╗╤é_.wav,"taw takk'eēt pāwilt ōləs, n'ajāwramane tōnt pussən saranpāwilt ōlsət.",tăta χătλ pa uλt oλăs ńawrԑməna təp pʉsn săran pa uλt oλăs
158,data/AudioCorpus/Recordings/mns_88c33b5a-ec48-4679-aeb6-ead6e7f69a6a/008_╨£_╨╕╠å╨╗╤ï╨╜_╤à╨╛_╤é╨░╨╗_╨▓╨░_╤Ç╤â_.wav,"mujlən xōtal wāruŋkw'ee okruɣ б'iбl'iot'eekat nēpak low'in'tan kol kus'aj nē, proekt xansiɣlas.",məλen χătăλ wărum kwa okrug bibliotkăt nԑ pokləntăn kol kəśajn nԑ projkt χănsijλăs
159,data/AudioCorpus/Recordings/mns_3002b4aa-88b0-4e33-8c62-3bf964711e2f/005_╨₧╤ü_╤à╨╛_╤é_╨┐╨╛╤ü╤ï╨╝_╨╝╨░╨╜╨╛╤ü_.wav,os xōt posəm manos tēnē nāj t'ee pōslēɣət.,os χatəλ posim mănəstən i najti osλijət
160,data/AudioCorpus/Recordings/mns_2102c826-500d-46de-868c-705bd8af0c29/022_╨ƒ╤â╤ü╤ü╤ï╨╜_╤à_╨╗_╨░╨╗╤ï╤ë╨╗╨░_╨║╨▓.wav,"pussən xul alis'laŋkw'ee kāsas''eēɣət, tuwəl xul sā­r'itēɣət, pājtēɣət, xuləŋ n'ajān' wār'eēɣət.",pʉsn χəλ aλăśλăň kuj kasa śir λʉwλ χuλsaritijt pa ajtijt χəλum njan'wari
161,data/AudioCorpus/Recordings/mns_d62322fd-b3e5-4709-bf24-cff8061e45ed/026_╨¥╨░╤é╨░╨╗╤î╤Å_╨Æ╨░╨╗╨╡╤Ç╤î╨╡╨▓╨╜╨░_╨╛.wav,natal'ja wal'eer'ewna omate raisa pawlowna m'eel'eexowa.,natalija waljarjewna oməti rajsa pawləwna mɛλi χowa
162,data/AudioCorpus/Recordings/mns_88c33b5a-ec48-4679-aeb6-ead6e7f69a6a/006_╨£_╨╕╠å╨╗╤ï╨╜_╤à╨╛_╤é╨░╨╗_╨▓╨░_╤Ç╤â_.wav,"mujlən xōtal wāruŋkw'ee okruɣ б'iбl'iot'eekat nēpak low'in'tan kol kus'aj nē, proekt xansiɣlas.",mojňăn χotăλ warum ki okrug bibliotekăt nԑ pa kləntăn kol kʉśăň nԑ prokjkt χăntsi
163,data/AudioCorpus/Recordings/mns_429299ad-9257-4d76-8a3e-8996ef83be1a/002_╨ò╨╗╨╡╨╜╨░_╨í╨╡╤Ç╨│╨╡╨╡╨▓╨╜╨░_╨Ü╨░╨╖╨░.wav,el'eena s'eerɣ'eeewna kaзakowa jot am tui porat potirtasum.,ilena sargijewna kasa kowa jɵt ăntuj purət putərta
164,data/AudioCorpus/Recordings/mns_3002b4aa-88b0-4e33-8c62-3bf964711e2f/042_╨Ñ╨░╤Ç╤ï╨│╤é╨░╨╜_╤à╨╛_╤é╨┐╨░_╤é╨╛_╨▓.wav,xariɣtan xōtpa tōwilxati manos iŋ xot'jut tuw t'eētuŋkw'ee ēr'i.,χăriλtăn χuat pa to�w χătij mănəs in χot'śut tuχt jatəŋk wɛr
165,data/AudioCorpus/Recordings/mns_88c33b5a-ec48-4679-aeb6-ead6e7f69a6a/042_╨Ñ╤â╨╝╤â╤ü_╨░╨╝_╨£╨░╨╗╨╡╨╜╤î╨║╨╕╨╕╠å_╨┐.wav,xumus am «mal'een'k'əj pr'inц» po­tər man's''i lātŋəɣ tolmas'laslum.,χʉmăs ăm măλeňki prinspotr măn'śi λătňăt oλmăśλăsλum
166,data/AudioCorpus/Recordings/mns_cc9f9e0f-8d0a-4fa7-9dc7-0955a2c05caa/065_╨ó╤â╨▓╤ï╨╗_╨╗╨░_╨▓╨╡_╨│╤ï╤é_╨É╨╗╨│╨░.wav,"tuwəl lāw'eēɣət, alɣaд'ewət kātposəŋ sāli iŋ xosa kā­tin-pat­talasət.",tʉw λawt ăλ katwăt kat păsum săλi iňχosa katn păt­tăλăsăt
167,data/AudioCorpus/Recordings/mns_88c33b5a-ec48-4679-aeb6-ead6e7f69a6a/018_╨æ╨╕╨▒╨╗╨╕╨╛╤é╨╡╨║╨░_╨┐╨╛_╤à╨░╤é_╨║╨╛.wav,б'iбl'iot'eeka pōxat kon janəɣ sц'eena wārw'ees.,bibljătka poχăt kon janăχsetsena warws
168,data/AudioCorpus/Recordings/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/037_╨¥╨╛_╤à_╨┐╨░╤é╨╝╨░╨╜╤ï╨╗_╤Ä╨╕_╨┐╨░_.wav,nōx-patmanəl jui-pālt tān is'xīpəŋ tōtap l'ajapan m'inasət.,noχ păt măňλ juj păλ tăn iśχəpum tăta pλԑp wan minsăt
169,data/AudioCorpus/Recordings/mns_93778d7d-6d7f-4690-adc6-b5a050fe70c3/033_╨ó╨╛╤é_╨╝╨░_╨╜_╨▓╤ï╨│╤ï╤Ç_╨╛╤ü_╤ü╤ì.wav,"tot mān wiɣər os sēməl sosiɣp'əl wātēw, n'ajaslēw, xūlpəl xūl puw'eēw.",tətman wəjros sԑmλəs osi pʉlwatew njasλaw χopəλ χopəw
170,data/AudioCorpus/Recordings/mns_2102c826-500d-46de-868c-705bd8af0c29/042_╨ó╨░_╨╝╨╗╨╡_╨┐╤â╨╝_╨╗╤â_╨┐╤é╨░╨╗_╨┐.wav,tāml'ee pum-lūptal pusmaltaxtasət.,tǎm λˊupəm lupəλ pʉsmaλ tăχtəsət
171,data/AudioCorpus/Recordings/mns_9631248b-70a9-4214-8041-be3ffe4740ca/039__╤é╤ï╨╗_╨░╨╜╨╡_╨║╨▓╨░╨╝╨╜_╤Å╨╜╤ï╨│_.wav,"jotəl an'eēkwamn janəɣ usn wōww'eēsum, tiɣ ta j'isum.",jotəλ ăńəkəmən jănik ʉsəm wowəsəm ti tă jis
172,data/AudioCorpus/Recordings/mns_cfc7a27d-d8e0-4df2-a319-708b1a6d2ecb/028_╨ó╨░_╨▓╨░_╤Ç╨╝╨░╨╗╤î╨╜_╨╜╤Å_╨▓╤Ç╨░_.wav,ta wārmal'n n'ajāwra­mət mar'ija roɣaч'ojowa os ɣawr'əl anuфr'iew xan'is'­tasanēn.,tăw arməλn ńawrəmət marija răgojčowa osgawrijl anʉw ew χănśitasn
173,data/AudioCorpus/Recordings/mns_c4637cd7-b933-4239-89e1-e288474fd655/016_╨É╨╜╤î_╨Ñ╤â╨╗╤Ä╨╝╤ü_╨╜╤é_╨¥╤Å_╤à_╤ë.wav,"an' xul'ujumsunt, n'ajāx­s'amwōl', saranpāwəl, kul'­pas, sukirъja pāw­litnəl māxum joxtalasət os sāsnəl āni-sān jūnt­sət.",aň χurəm sʉňăt njaχśԑm wəλś săran păλ kulpas sukarja pawλtina măχm juχtas pa săsňăn ănisa ăn jonts
174,data/AudioCorpus/Recordings/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/041_╨¥╤Å_╨▓╤Ç╨░╨╝╤ï╤é_╨╕╤ü╤é╨╛╤Ç╨╕╤ç╨╡╤ü╨║.wav,n'ajāwramət istor'iч'eesk'əj kluб kolanilt pāwləŋ māxma­nəl urəl sāwsər potrət xansēɣət.,njawrԑmăt istorijski klub kolanλ pa wənt măχmănλ urλaλ śir potrăt χăntsijt
175,data/AudioCorpus/Recordings/mns_c4637cd7-b933-4239-89e1-e288474fd655/027_╨Ñ╨╛╤é╤ï_╨┐╨╛╤Ç╨░╤é_╤à╨░╤Ç╨╕_╤ü╨░_╤ü.wav,"xoti porat xar'əŋ sās nujuŋkw'ee ēr'i, taml'ee sās xansal s'ur­tuŋkw'ee rōw'i.",χotəpʉrăt χărŋ săs nujum χuja­ri tămλi săs χănsəλ śurtum χuja­rowi
176,data/AudioCorpus/Recordings/mns_41750756-d0b8-4e44-b90b-0d6770b8df9a/039_╨ó╨╛╤é_╤â╨╜╨╕╨▓╨╡╤Ç╤ü╨╕_╤é╨╡╤é╤ï╤é_╨░.wav,"tot un'iw'eers'i­t'eetət, asp'iranturat xa­n'is'taxtən xōtpat tōnt'i дoklaдanəl low'in'tasət.",tət uniwrsittet aspi­ranturăt χănśtăχn χu­atλa tănti do­kladănλ λəwntăs
177,data/AudioCorpus/Recordings/mns_9631248b-70a9-4214-8041-be3ffe4740ca/006_╨₧╨╗╤î╨│╨░_╨É╨╜╨░╤é╨╛╨╗╤î╨╡╨▓╨╜╨░_╨╜╨░.wav,"ol'ɣa anatol'ewna, naŋ xotəl tiɣ joxtisən? xōt ōlēɣən?",oλ'gana toλəwən ăn χotəλti joχətəsən χat oλəjən
178,data/AudioCorpus/Recordings/mns_429299ad-9257-4d76-8a3e-8996ef83be1a/015_╨ó╨░_╨┐╨░_╨▓╤ï╨╗╨╜_╤à╨░_╨┐╤ï╨╗_╨╝╨╕.wav,ta pāwiln xāpəl m'inuŋkw'ee āt'i saka xosa kos.,ta pa mʉŋ χa pa minʉŋ atisăka χosa kəs
179,data/AudioCorpus/Recordings/mns_429299ad-9257-4d76-8a3e-8996ef83be1a/003_╨ó╨░╨▓_╨╝╨░_╨╜╤î_╤â_╤ü╨║╨▓╨╡╨╜_╤à╤é.wav,taw mān' ūskw'een joxtalas.,tăw măń oswena juχtăλət
180,data/AudioCorpus/Recordings/mns_2102c826-500d-46de-868c-705bd8af0c29/012_╨É╨╜╨╜╨░_╨ò╤Ç╨╛╤ä╨╡╨╡╨▓╨░_╨╝╤â╨╖╨╡╨╕╠å_.wav,"anna eroф'eeewa, muз'eej kūs'aj nē, joxtum māxum jot pas'alaxtas.",ana jiraftewa muzj kʉśaj nɛ juχətmaχəm jʉt pa śăλaχtăs
181,data/AudioCorpus/Recordings/mns_cc9f9e0f-8d0a-4fa7-9dc7-0955a2c05caa/055_╨ó╤ï_╨╛_╨╕╠å╨║╨░_╨┐╨░_╤é╨░╨╝╤é╤ï╨╝_╤ì.wav,"ti ōjka pātamtəm, ērt­tam taw māxum xōnt­luŋ­kw'ee kals'altasane.",tiwojka pătəmtim ɛrtăm tăχ măχəm χuantəλəŋ kăλšəλ tăsəŋən
182,data/AudioCorpus/Recordings/mns_429299ad-9257-4d76-8a3e-8996ef83be1a/020_╨₧╤ü_╤à╨╛╤é╤î╤Ä╤é╤ï╨╜_╨░╨╝_╤Ä╨▓_╤é╨░.wav,"os xot'jutən am juw tārataw'eem, tox ta mōt n'ajāwramət jot nul'eewoj os ōwəl klassət lōpmust xan'is'taxtasum.",os χotˊśətən am juw tăra tɵχta maət ńawrəm jut nuλi woj os oλək klassət λʉw at mosət χănnwiś tăχtəsəm
183,data/AudioCorpus/Recordings/mns_2102c826-500d-46de-868c-705bd8af0c29/033_╨ó╨░╨║╨▓╤ü╤ï_╤à╤â╨╜╤î_╤ü╨░_╨▓_╨┐╨╕╨╗.wav,"takwsi xun' sāw p'əl wātēɣət, suəŋ māt t'it-xurum nor l'ujūl'ət kol-xusap wār'eēɣət.",taksi χən'λawa piλi wătajt λʉwijn mat tit χurəm nŏr λʉλit kol χʉsap warijt
184,data/AudioCorpus/Recordings/mns_2102c826-500d-46de-868c-705bd8af0c29/040_╨ó╨╛_╨▓╨░_╨┐╨╛╤Ç╨░╤é_╨╛╤ü_╨▒╨░╤Ç╤ü╤â.wav,tōwa porat os бarsuk wōəl pusmaltaw'ees.,towəp arătəs pa rsʉw wojəλ pa smʉλ tăwəs
185,data/AudioCorpus/Recordings/mns_c4637cd7-b933-4239-89e1-e288474fd655/026_╨£╨░_╨╜╤î_╤â_╤ü╨║╨▓╨╡╨╜_╤à╤é╨░_╨╗╨░.wav,mān' ūskw'een joxta­lam nēkw'eet xalanilt potirtasət.,ma ăň əskwn juχtalăm nԑχət χăλănum putərtăs
186,data/AudioCorpus/Recordings/mns_3002b4aa-88b0-4e33-8c62-3bf964711e2f/004_╨ó╤ï_╤â╤é╤ï╤é_╨╝╨░_╨▓_╨░╨║╨▓╨░╨│_╤â.wav,ti utət māw akwaɣ ural'tijanəl.,ti utət maw ăkoj urăλti jannəλ
187,data/AudioCorpus/Recordings/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/034_╨£╤â╨╖╨╡╨╕╠å╤é_╨╜╤Å_╨▓╤Ç╨░╨╝╤ï╤é_╨╜╨│╨╕.wav,muз'eejt n'ajāwramət jonɣ'iləl wāriɣlaw'eēsət.,mosijet njawrԑmət jontχiλəw ari λawɛsăt
188,data/AudioCorpus/Recordings/mns_88c33b5a-ec48-4679-aeb6-ead6e7f69a6a/035_╨₧╤à╤ü╨░╤Ç_╤à╤â╤Ç╨╕_╨┐╨╛_╤ü╨╗╤ï╤ü╤ï╤é.wav,"oxsar xur'i pōslisət, plast'il'inəl matər wārsət.",ӛχsăr χuri pua slu­săt plastilijnum atrwăsət
189,data/AudioCorpus/Recordings/mns_9631248b-70a9-4214-8041-be3ffe4740ca/044_╨ó╨╛╤é_╤Ç╤â╤ë_╨╗╨░_╤é_╤ï╨╗_╤é╨╛╨╗╨╝.wav,"tot rus' lātŋəl tolmas'law'eet, taət low'in'tēɣum.",tot rʉśλaλən utəλmaśλəwət tăjət λoλˊənti
190,data/AudioCorpus/Recordings/mns_9631248b-70a9-4214-8041-be3ffe4740ca/014_╨₧╤ü_╤é╤ï╨│_╤é╤ì_╨╜╤é╨╕_╤Å╨╜╤ï╨│╨╝╨░.wav,os tiɣ tēnt'i janiɣmam mātēn xōntaŋ rajonən rup'itaŋkw'ee joxtisə̄ɣ.,χəsti tԑnti jenəŋm mătən χuantən rajonən rʉpităň joχətəs
191,data/AudioCorpus/Recordings/mns_429299ad-9257-4d76-8a3e-8996ef83be1a/055__╨║╨░╨╜╤Å╨╜╤ì_╨╛_╤ü_╤ü╨░╨║╨░_╨╝╨░_.wav,"ākan'ajane ōs saka mās'tirəɣ wār'ijane, jūntm'ilane mān'ət, sun­suŋkw'ee pums''əɣ ōli.",akan'ənə oλsa ka maśtərəŋ wari nɛm jontmiləŋən imanjat sluŋsəm ki pʉm śiw oλəjən
192,data/AudioCorpus/Recordings/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/021_╨ó╨╛╤é_╨╛╤ü_╨╝╨╛_╤é_╨╜╨│╤ï╨╜╤â╤é_╨╜.wav,tot os mōt jonɣinut n'ajāwramitən os tānanəl xan'is'tan xōtpatən sussiltasət.,puta as măt jontn χnutăt njawrԑmătn ostăňăn λʉw χănštăn χotpătn sʉsλătăs
193,data/AudioCorpus/Recordings/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/042_╨ó╤ï_╨║╨░╤ü╤é╤ï╨╗_╨╛╨║╤Ç╤â╨│_╨░╤Ç╤à╨╕.wav,ti kastəl okruɣ arx'əw koln joxtalasət.,ti kăstiλ okrug arχiw kolm joχtăλăsət
194,data/AudioCorpus/Recordings/mns_2102c826-500d-46de-868c-705bd8af0c29/018_╨Ñ╨░╨╜╤é╤ï_╨£╨░╨╜╤ü╨╕╨╕╠å╤ü╨║╨░╨╜╤ï╨╗_╨╛.wav,"xanti-mans'ijskanəl os xōntaŋ rajonnəl nauka, kul'tura s''irəl rup'itan xōtpat joxtala­sət.",χanti mansijskan uλ ăs χuantaň rajon nauka kul'tura śirλ rəpităn χuat păt joχ tăλăsət
195,data/AudioCorpus/Recordings/mns_c4637cd7-b933-4239-89e1-e288474fd655/019_╨É╨╜╨╜╨░_╨╝╨░_╨╜╤î_╤é╨░_╨│╤ï╨╗_╨▓╨░.wav,"anna mān' tāɣəl wās''in'­tas, xumus omate sōwtət, sānət os mōt ērne porma­sət jūntəs.",ӑnna măň tăλ waśintăs χuməs əmăti sowtət sănət osmăt rn i păr məsət juntəs
196,data/AudioCorpus/Recordings/mns_cfc7a27d-d8e0-4df2-a319-708b1a6d2ecb/014_╨£╨╛_╤é╨░╨╜╤ï╤é_╨║╨░_╤é╨░╨╜╤ï╨╗_╨╕_.wav,mō­tanət kātanəl iŋ tup­kamət.,mʉŋ atăλnəm katătăλnəm iň tʉpka
197,data/AudioCorpus/Recordings/mns_9631248b-70a9-4214-8041-be3ffe4740ca/033_╨ó╤ï_╨╜╤Å_╨▓╤Ç╨░╨╝╨░╨║╨▓╨╡╤é_╨░╨╝_╤ü.wav,"ti n'ajāwramakw'eet am saka ēruptijanum os p'eens'ijan m'inasum, tuwəl pōxən patxatsum.",ti ńawrəm am săka ɛrəpti jenəm waspensijen minəsəm tɵλi paχn pătχătəsəm
198,data/AudioCorpus/Recordings/mns_d62322fd-b3e5-4709-bf24-cff8061e45ed/025__╤é╤ï╨╗_╤ì_╤Ç╤ï_╨┐╨░_╨║╨▓╨┐╨░╨╗_╤Ä.wav,jotəl ērəŋ pākwpal jūntuŋkw'ee xan'is'taxtēɣum.,jotλ eirən pa okupəλ jontəm wi χănś tăχi tăχəm
199,data/AudioCorpus/Recordings/mns_cc9f9e0f-8d0a-4fa7-9dc7-0955a2c05caa/043_╨É_╤é╤Å╤é╤ì_╨┐╤ï╨│╤Ç╨╕╤ë╨╕╨│_╨╛_╨╗╨╝.wav,"āt'ajate piɣr'is''əɣ ōlm'ee porat akwaɣ takw'i ās''ee jot alis'­las, rup'itas.",at’əti pogriśijə omə purət ăkəλt ăśijət aλiśλăs rəpităs
200,data/AudioCorpus/Recordings/mns_9631248b-70a9-4214-8041-be3ffe4740ca/043_╨É╨╜╤î_╨╛╤ü_╨▓╨░_╨║╨▓╨╡_╨┐╨░╤é╤ï╤ü╨╗.wav,"an' os wāŋkw'ee patislum, is'xīpəŋ lōpsət mān's''i potrət xōntijanum.",a n'os waŋkəj pa tăsλəm iśipən λapəsət măn'śip putrət χuontijən
201,data/AudioCorpus/Recordings/mns_41750756-d0b8-4e44-b90b-0d6770b8df9a/016_╨ó╨░╨▓_╨░╨╜╤î_╨┐╨╛╤é╤Ç╨╡_╤é╨░_╤â╤Ç╤ï.wav,"taw an' potr'ee ta urəl ōləs, kāsəŋ māt ōlne māxum tānt'inānəl tānt'i s''irəl lāw'ijanəl.",tăwna potri tăχurλa oλăs kăsňmăt oλ nԑmăχəm tănti nԑnλ tănti śirλawijan
202,data/AudioCorpus/Recordings/mns_3002b4aa-88b0-4e33-8c62-3bf964711e2f/019_╨₧╤ü_╨║╨░╤Ç╤ï╤ü_╨▓╤ï╤ê╨║╨░╤é╤ï╨╜_╨▓╨░.wav,os karəs wiшkatən wāt man os n'ojolsāt m'eetra karsitən taɣatasanəl.,os kăš wʉškətən watmanəs njosat mtr kăš sitən tă­χətta săn
203,data/AudioCorpus/Recordings/mns_cc9f9e0f-8d0a-4fa7-9dc7-0955a2c05caa/004_╨ÿ╨▓╨░╨╜_╨¥╨╕╨║╨╕╤é╨╕╤ç_╨É╨╗╨│╨░╨┤╤î╨╡.wav,iwan n'ik'it'əч alɣaд'ew janəɣ ōjka.,iwanni kitiśa λgad'ew nər wojka
204,data/AudioCorpus/Recordings/mns_fc3fe528-fe46-498b-9d60-49e20a18aa98/016_╨ó╨╛_╨▓╨░╤é_╨╛╤ü_╨í╨░╤Ç╨░╨╜╨┐╨░_╨▓╤ï.wav,tōwat os saranpāwiln manos sukirъjan ōlmiɣ­tasət.,tʉwət osărn pa wəm manu sukrn oλňătəs
205,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/110_╨í╨░_╨▓_╨╜╨╛╤é╨╜_╨╕_╤ì_╨╗╨░╨╗╤î_╤é.wav,sāw notn iŋ ēlal' totaw'ee.,sawn notn in i χăλaλ' tətta wənt
206,data/AudioCorpus/Recordings/mns_5023843d-262d-4eba-a179-86abf1657656/008_╨ú_╤ë╨╗╨░╤à╤é╤ï╨╜_╨╜╤Å_╨▓╤Ç╨░╨╝╨░╨║╨▓.wav,ūs'laxtən n'ajāwramakw'eet mān's''i lātŋəl potir­taŋkw xan'is'tijane.,uśλăχtĭn njawrԑmăkwt măn'śi­λatňăλ putərtăň χănśtijaňi
207,data/AudioCorpus/Recordings/mns_f9383813-db15-4833-9407-325b3d45d79c/034_╨ó╤â╨▓╤ï╨╗_╤à╨╛_╤é_╤ü╨░_╨╕╠å_╨╝╨░_╤é.wav,tuwəl xōt sāj māt akw ētpost'eem tōsli­ja­nəl.,tʉwλ χujătsaj măt ăk wԑt pʉstԑm tʉasλijăn
208,data/AudioCorpus/Recordings/mns_f9383813-db15-4833-9407-325b3d45d79c/039_╨Ü╨░╤ü╤ï╨╗_╨╛_╨▓╤ï╨╗╤é╨░╨╜_╤ì_╨╗╤ï_.wav,kasəl ōwiltan ēli-pālt jā wātat sāw xōtpa atxatiɣlas.,kasλ owλtăň ԑλăpλăt watăt saw χotpa at χătijλλăs
209,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/003_╨ó╤ï_╨Æ╤ü╨╡╨▓╨╛╨╗╨╛╨┤_╨£╨░╤ü╨╗╤Ä╨║╨╛╨▓.wav,"ti ws'eewoloд masl'ujukow, warwara t'ujut'ujunn'ikowa, mar'ija sat'ina os s'eel'eena saw'inowa.",λiw swaλăkmăsλʉkow warwara titun'ninkowa marija sătina u slina sawnowa
210,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/105_╨ó╤â╨╕_╨┐╨╛╤Ç╨░╤é_╤é╤ï╨│_╨╛_╤ü_╤é╨░.wav,"tui porat tiɣ ōs tax joxtalēw, s'ān' lātŋən ēlal' xan'is'­taŋkw pati­­luw.",tuji porătti o ăstăχ juχătλjaw śajn lotňăn iλăk χănniśtăň pătijλʉw
211,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/077_╨ó╨░╨╝╨╗╨╡_╨┐_╨╝╤ï╤ë_╤é╤â╨┐_╤é╨╛_╨▓.wav,taml'ee puməs' tup tōwa lātŋət xuntamlaŋkw rōw'i.,tăm lp pʉmăś tʉp towa lotňăt χuntamλăň krowi
212,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/070_╨ó╨╕_╤é╤ï╨╜_╤é╤ï╨│_╨£╨╛╤ü╨║╨▓╨░╨╜_╨╝.wav,"t'i­tin­təɣ moskwan m'ina­sum, tōnt us'ta jomas'akw xansislum.",titĭnti moskwan minasum tʉanăt uśti jomaśăk χăn­sisλum
213,data/AudioCorpus/Recordings/mns_f9383813-db15-4833-9407-325b3d45d79c/083_╨ó╨╕╤é╤ï╤é_╨╝╨╡_╤ü╤é╨░╤é_╨¥╨╕╨╢╨╜╨╡╨▓.wav,"t'itət m'eēstat – n'iжn'eewartowsk'əj rajon, xurm'ət m'eēstat – n'eeфt'ee­juɣansk'əj rajon.",mit mԑstăt nz­ňwartowskij rajon χurmit mԑstăt nftiuganskij rajon
214,data/AudioCorpus/Recordings/mns_f9383813-db15-4833-9407-325b3d45d79c/043_╨₧_╨▓╨╗╤ì_╤é_╤à╤â╨╝_╤à╨╛_╤é╨┐╨░╤é_.wav,ōwlēt xum xōtpat kassət.,owλat χum χot pătkăssăt
215,data/AudioCorpus/Recordings/mns_fc3fe528-fe46-498b-9d60-49e20a18aa98/038_╨»_╤ü╤â╨╜╤é_╨┐╨░_╨▓╤ï╨╗_╤Å╨╗╨┐╤ï_╨╝.wav,jāsunt pāwəl jalpəŋ mā urɣalan xōtpaɣ lāwaw'ee.,jasənt pa wɵλ wɵλpaλ ma urəŋən χuat pa λaŋχəλət
216,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/109_╨ó╨░_╨╜_╤Ç╨░╨╜╤ï╨╗_╤à╨╛╤ü╤ï╤é_╨╝╨░_.wav,tān jōranəl xosət mān's''i lātŋuw ēlal' xan'is'taw'ee.,tăň juarăňăλ χəsit măn'śi ladňʉw λaλăň χăn'śta wԑmăt
