index,audio_path,ground_truth,whisper_transcription
148,data/AudioCorpus/Recordings/mns_d62322fd-b3e5-4709-bf24-cff8061e45ed/041_╨ó╤ï_╤Å_╤é╨╕╨╗_╨░_╨│╨╕╤Ç╨╕╤ë╨║╨▓╨╡_.wav,Ты я̄тил а̄гирищкве̄н ос тав ще̄мьятэ̄н пуста̄гыл о̄лнэ ла̄тыӈ те̄тэ̄в.,"Теядел агириш квен, оставшем я тебе пустал, а он и ладен кетел."
149,data/AudioCorpus/Recordings/mns_9631248b-70a9-4214-8041-be3ffe4740ca/019_╨«╤Ç╤é╤ï_╨╜╤Å_╨▓╤Ç╨░╨╝╤ï╨│_╨╛╤ü_╨┐╨╕.wav,Юртыӈ ня̄врамыг ос питипатта ма̄нь э̄щув. ,į U to niavrame pospite pata mani ešu.
150,data/AudioCorpus/Recordings/mns_d62322fd-b3e5-4709-bf24-cff8061e45ed/014_╨É╨╝_╨╝╨░_╨╜╤î╤ë╨╕_╤é╤â╤Ç╨╗╨╛_╨┐╤ü_.wav,Ам ма̄ньщи турло̄пс сакыл амти хартсум.,a manši turlop sakl amti hartom.
151,data/AudioCorpus/Recordings/mns_88c33b5a-ec48-4679-aeb6-ead6e7f69a6a/032_╨Ñ╨╛╤é╤ï_╨╜╤Å_╨▓╤Ç╨░╨╝_╨║╨╛╨╜_╨║╤â╤Ç.wav,Хоты ня̄врам кон­курсыт но̄х-патыс.,Hoti nėvrą konkrsytną atpatas.
152,data/AudioCorpus/Recordings/mns_3002b4aa-88b0-4e33-8c62-3bf964711e2f/003__╨¢╨╡╤ü╨╛╤à╤Ç╨░╨╜╨╕╤é╨╡╨╗╤î_╨╜╨░╨╝╨┐╨░.wav,«Лесохранитель» нампа ищхӣпыӈ камерат карыс ма̄н тагатэ̄гыт.,Леса хранительна по ищи пункамер от Карасман с Дагаты.
153,data/AudioCorpus/Recordings/mns_d62322fd-b3e5-4709-bf24-cff8061e45ed/020_╨É╨╝_╨ò╨▓╨│╨╡╨╜╨╕╤Å_╨Æ╤î╤Ä╤é╨║╨╕╨╜╨░╨╜.wav,Ам Евгения Вьюткинан ма̄нь­щи суп йинуӈкве нё̄тве̄сум.,"Амдивгения вюткина, манщисупь, енамко и неотвязвым."
154,data/AudioCorpus/Recordings/mns_3002b4aa-88b0-4e33-8c62-3bf964711e2f/049_╨Ñ╤â╨╝╤â╤ü_╨▓╨╕╤é_╨╛_╨╜╤é╤ï_╨╝╨░╨╜╨╛.wav,Хумус вит о̄нты манос ёлаль то̄смыгтас.,"как в суете, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон ты, вон"
155,data/AudioCorpus/Recordings/mns_93778d7d-6d7f-4690-adc6-b5a050fe70c3/024_╨₧╤ü_╤é╨╕╤é╤à╤â╨╕╠å╨┐╨╗╨╛╨▓_╤à╨░╨╜╨╕╤ë╤é.wav,Ос титхуйплов ханищтахтын ня̄врамыт яныгмасыт.,"постит хуй плывых, а не штах на неавром яный мэсер."
156,data/AudioCorpus/Recordings/mns_41750756-d0b8-4e44-b90b-0d6770b8df9a/029_╨ó╨░_╨╜╤é╨╕_╨▓╨░_╤Ç╨╜╤ì_╤Ç_╨┐╨░╤é╨░.wav,Та̄нти ва̄рнэ рӯпатаныл урыл потыртасыт ос ань йист хумус маснутыт.,"Tā enti var neropatānāl, olpotrētāstos anyistu, un māsnotat."
157,data/AudioCorpus/Recordings/mns_93778d7d-6d7f-4690-adc6-b5a050fe70c3/008_╨ó╨░╨▓_╤é╨░╨║╨║╨╡_╤é_╨┐╨░_╨▓╤ï╨╗╤é_.wav,"Тав такке̄т па̄вылт о̄лыс, ня̄враманэ то̄нт пуссын Саранпа̄вылт о̄лсыт.","Tautāt jēt pāl toals, nāvramanīt, tot pūsins ar entpāl toalsi."
158,data/AudioCorpus/Recordings/mns_88c33b5a-ec48-4679-aeb6-ead6e7f69a6a/008_╨£_╨╕╠å╨╗╤ï╨╜_╤à╨╛_╤é╨░╨╗_╨▓╨░_╤Ç╤â_.wav,"Мӯйлын хо̄тал ва̄руӈкве округ библиотекат нэ̄пак ловиньтан кол кӯщай нэ̄, проект хансыглас.","Mūlindhātą varą pie okruk, bija tiek atnė paklojantą kol košai ne projekt hansyglas."
159,data/AudioCorpus/Recordings/mns_3002b4aa-88b0-4e33-8c62-3bf964711e2f/005_╨₧╤ü_╤à╨╛_╤é_╨┐╨╛╤ü╤ï╨╝_╨╝╨░╨╜╨╛╤ü_.wav,Ос хо̄т посым манос тэ̄нэ̄ на̄й те по̄слэ̄гыт.,aschot pusimmanustėjani naičiai hoaslii.
160,data/AudioCorpus/Recordings/mns_2102c826-500d-46de-868c-705bd8af0c29/022_╨ƒ╤â╤ü╤ü╤ï╨╜_╤à_╨╗_╨░╨╗╤ï╤ë╨╗╨░_╨║╨▓.wav,"Пуссын хӯл алыщлаӈкве ка̄саще̄гыт, тувыл хӯл са̄­ритэ̄гыт, па̄йтэ̄гыт, хӯлыӈ ня̄нь ва̄ре̄гыт.","Pusin, holl, a lašlankai kas ašai tu, holl, sarytaj, paidai, to holl, mňaņu varie."
161,data/AudioCorpus/Recordings/mns_d62322fd-b3e5-4709-bf24-cff8061e45ed/026_╨¥╨░╤é╨░╨╗╤î╤Å_╨Æ╨░╨╗╨╡╤Ç╤î╨╡╨▓╨╜╨░_╨╛.wav,Наталья Валерьевна оматэ Раиса Павловна Мелехова.,Наталья Валерьевна о матери сападном на Мельях.
162,data/AudioCorpus/Recordings/mns_88c33b5a-ec48-4679-aeb6-ead6e7f69a6a/006_╨£_╨╕╠å╨╗╤ï╨╜_╤à╨╛_╤é╨░╨╗_╨▓╨░_╤Ç╤â_.wav,"Мӯйлын хо̄тал ва̄руӈкве округ библиотекат нэ̄пак ловиньтан кол кӯщай нэ̄, проект хансыглас.","Mu inin, hodol varungi, okrug biip gliatiek at ne paklojintankol kusie ne projejtkancai vlastin."
163,data/AudioCorpus/Recordings/mns_429299ad-9257-4d76-8a3e-8996ef83be1a/002_╨ò╨╗╨╡╨╜╨░_╨í╨╡╤Ç╨│╨╡╨╡╨▓╨╜╨░_╨Ü╨░╨╖╨░.wav,Елена Сергеевна Казакова ёт ам туи порат потыртасум.,Ilinę sėrgi evna kazekovajot amtuji poret potrata.
164,data/AudioCorpus/Recordings/mns_3002b4aa-88b0-4e33-8c62-3bf964711e2f/042_╨Ñ╨░╤Ç╤ï╨│╤é╨░╨╜_╤à╨╛_╤é╨┐╨░_╤é╨╛_╨▓.wav,Харыгтан хо̄тпа то̄вылхаты манос иӈ хотьют тув те̄туӈкве э̄ри.  ,Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton Hatton
165,data/AudioCorpus/Recordings/mns_88c33b5a-ec48-4679-aeb6-ead6e7f69a6a/042_╨Ñ╤â╨╝╤â╤ü_╨░╨╝_╨£╨░╨╗╨╡╨╜╤î╨║╨╕╨╕╠å_╨┐.wav,Хумус ам «Маленький принц» по­тыр маньщи лāтӈыг толмащласлум. ,Хумус о маленький принцип от ручки манчилотней Толмощь Ласлом.
166,data/AudioCorpus/Recordings/mns_cc9f9e0f-8d0a-4fa7-9dc7-0955a2c05caa/065_╨ó╤â╨▓╤ï╨╗_╨╗╨░_╨▓╨╡_╨│╤ï╤é_╨É╨╗╨│╨░.wav,"Тувыл ла̄ве̄гыт, Алгадьевыт ка̄тпосыӈ са̄лы иӈ хоса ка̄­тын-пат­таласыт.","tu laivīt augāģivat kāt posumsāli, inko sākātā patā lasit."
167,data/AudioCorpus/Recordings/mns_88c33b5a-ec48-4679-aeb6-ead6e7f69a6a/018_╨æ╨╕╨▒╨╗╨╕╨╛╤é╨╡╨║╨░_╨┐╨╛_╤à╨░╤é_╨║╨╛.wav,Библиотека по̄хат кон яныг сцена ва̄рвес.,"Bibliotie kapohat konjana, skilina varvis."
168,data/AudioCorpus/Recordings/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/037_╨¥╨╛_╤à_╨┐╨░╤é╨╝╨░╨╜╤ï╨╗_╤Ä╨╕_╨┐╨░_.wav,Но̄х-патманыл юи-па̄лт та̄н ищхӣпыӈ то̄тап ляпан минасыт.,Nau atpad man ljuipal tan išche punktuota plia panminasit.
169,data/AudioCorpus/Recordings/mns_93778d7d-6d7f-4690-adc6-b5a050fe70c3/033_╨ó╨╛╤é_╨╝╨░_╨╜_╨▓╤ï╨│╤ï╤Ç_╨╛╤ü_╤ü╤ì.wav,"Тот ма̄н выгыр ос сэ̄мыл сосыгпил ва̄тэ̄в, няслэ̄в, хӯлпыл хӯл пуве̄в.","Тут мене виграється, яму зосипівати, нести, холбу, холбу вяв."
170,data/AudioCorpus/Recordings/mns_2102c826-500d-46de-868c-705bd8af0c29/042_╨ó╨░_╨╝╨╗╨╡_╨┐╤â╨╝_╨╗╤â_╨┐╤é╨░╨╗_╨┐.wav,Та̄мле пум-лӯптал пусмалтахтасыт.,Tam nebun lūptal pusmaltartas.
171,data/AudioCorpus/Recordings/mns_9631248b-70a9-4214-8041-be3ffe4740ca/039__╤é╤ï╨╗_╨░╨╜╨╡_╨║╨▓╨░╨╝╨╜_╤Å╨╜╤ï╨│_.wav,"Ётыл ане̄квамн яныг ӯсн во̄вве̄сум, тыг та йисум. ","Я не могу вовязан, ты тарьи."
172,data/AudioCorpus/Recordings/mns_cfc7a27d-d8e0-4df2-a319-708b1a6d2ecb/028_╨ó╨░_╨▓╨░_╤Ç╨╝╨░╨╗╤î╨╜_╨╜╤Å_╨▓╤Ç╨░_.wav,Та ва̄рмальн ня̄вра­мыт Мария Рогачёва ос Гаврил Ануфриев ханищ­тасанэ̄н.,"Tavar mal nevrūmat mūrėjau regočiau, uzgavrėl, aš nuvrėjo, hainš ta sa ne."
173,data/AudioCorpus/Recordings/mns_c4637cd7-b933-4239-89e1-e288474fd655/016_╨É╨╜╤î_╨Ñ╤â╨╗╤Ä╨╝╤ü_╨╜╤é_╨¥╤Å_╤à_╤ë.wav,"Ань Хулюмсӯнт, Ня̄х­щамво̄ль, Саранпа̄выл, Куль­пас, Сӯкыръя па̄в­лытныл ма̄хум ёхталасыт ос са̄сныл а̄ны-са̄н ю̄нт­сыт. ","Ánihulim suond náksyambulisarandpáol kulpas, sukriyapáolitno magmi irtalaz, pasásno ani sanjónsa."
174,data/AudioCorpus/Recordings/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/041_╨¥╤Å_╨▓╤Ç╨░╨╝╤ï╤é_╨╕╤ü╤é╨╛╤Ç╨╕╤ç╨╡╤ü╨║.wav,Ня̄врамыт исторический клуб коланылт па̄влыӈ ма̄хма­ныл урыл са̄всыр потрыт хансэ̄гыт.,"Niavrame tis tarikiskii klub kolonilp, paulin mahmannu urnusavsir potrut hansėjit."
175,data/AudioCorpus/Recordings/mns_c4637cd7-b933-4239-89e1-e288474fd655/027_╨Ñ╨╛╤é╤ï_╨┐╨╛╤Ç╨░╤é_╤à╨░╤Ç╨╕_╤ü╨░_╤ü.wav,"Хоты порат хариӈ са̄с нуюӈкве э̄ри, тамле са̄с хансал щур­туӈкве ро̄ви.","Hoti porat haring sás núyng veri, tam nesás hancsal sirtung veruvi."
176,data/AudioCorpus/Recordings/mns_41750756-d0b8-4e44-b90b-0d6770b8df9a/039_╨ó╨╛╤é_╤â╨╜╨╕╨▓╨╡╤Ç╤ü╨╕_╤é╨╡╤é╤ï╤é_╨░.wav,"Тот универси­тетыт, аспирантурат ха­нищтахтын хо̄тпат то̄нти докладаныл ловиньтасыт. ","Tod universytėt atspiranturat hansištach nukat patanti, daug laudano lovin tas."
177,data/AudioCorpus/Recordings/mns_9631248b-70a9-4214-8041-be3ffe4740ca/006_╨₧╨╗╤î╨│╨░_╨É╨╜╨░╤é╨╛╨╗╤î╨╡╨▓╨╜╨░_╨╜╨░.wav,"Ольга Анатольевна, наӈ хотыл тыг ёхтысын? Хо̄т о̄лэ̄гын?","Ольга Натолівна, намходила теж на хат олень."
178,data/AudioCorpus/Recordings/mns_429299ad-9257-4d76-8a3e-8996ef83be1a/015_╨ó╨░_╨┐╨░_╨▓╤ï╨╗╨╜_╤à╨░_╨┐╤ï╨╗_╨╝╨╕.wav,Та па̄вылн ха̄пыл минуӈкве а̄ти сака хоса кос.,tapa'u nukhāpuminu vētisaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka hozaka ho
179,data/AudioCorpus/Recordings/mns_429299ad-9257-4d76-8a3e-8996ef83be1a/003_╨ó╨░╨▓_╨╝╨░_╨╜╤î_╤â_╤ü╨║╨▓╨╡╨╜_╤à╤é.wav,Тав ма̄нь ӯсквен ёхталас.,Taip mainiu lūskvini jortalos.
180,data/AudioCorpus/Recordings/mns_2102c826-500d-46de-868c-705bd8af0c29/012_╨É╨╜╨╜╨░_╨ò╤Ç╨╛╤ä╨╡╨╡╨▓╨░_╨╝╤â╨╖╨╡╨╕╠å_.wav,"Анна Ерофеева, музей кӯщай нэ̄, ёхтум ма̄хум ёт пащалахтас.","Unni, Yerefiai, Muzei, Kusin, Iqtumak, Mjut, Pashelak, Taskha,"
181,data/AudioCorpus/Recordings/mns_cc9f9e0f-8d0a-4fa7-9dc7-0955a2c05caa/055_╨ó╤ï_╨╛_╨╕╠å╨║╨░_╨┐╨░_╤é╨░╨╝╤é╤ï╨╝_╤ì.wav,"Ты о̄йка па̄тамтым, э̄рт­там тав ма̄хум хо̄нт­луӈ­кве калщалтасанэ.",Ir tam tev maķumu hoantlampi kaut sulta sane.
182,data/AudioCorpus/Recordings/mns_429299ad-9257-4d76-8a3e-8996ef83be1a/020_╨₧╤ü_╤à╨╛╤é╤î╤Ä╤é╤ï╨╜_╨░╨╝_╤Ä╨▓_╤é╨░.wav,"Ос хотьютын ам юв та̄ратавем, тох та мо̄т ня̄врамыт ёт нулевой ос о̄выл классыт Ло̄пмуст ханищтахтасум.","Es hoģudinam jūtērātāju. To vam atnievram, jo atnuliju, es ovo klasit, lau apmustchāniši tāsum."
183,data/AudioCorpus/Recordings/mns_2102c826-500d-46de-868c-705bd8af0c29/033_╨ó╨░╨║╨▓╤ü╤ï_╤à╤â╨╜╤î_╤ü╨░_╨▓_╨┐╨╕╨╗.wav,"Таквсы хунь са̄в пил ва̄тэ̄гыт, сӯиӈ ма̄т тит-хӯрум нор лю̄лит кол-хусап ва̄ре̄гыт.","Taks ihojis sava piluvatėj, suigmat kitchorm norliulit kol hūsapvarėjit."
184,data/AudioCorpus/Recordings/mns_2102c826-500d-46de-868c-705bd8af0c29/040_╨ó╨╛_╨▓╨░_╨┐╨╛╤Ç╨░╤é_╨╛╤ü_╨▒╨░╤Ç╤ü╤â.wav,То̄ва порат ос барсук во̄ил пусмалтавес.,"Поротовец, барсу, улл, посмолтовец."
185,data/AudioCorpus/Recordings/mns_c4637cd7-b933-4239-89e1-e288474fd655/026_╨£╨░_╨╜╤î_╤â_╤ü╨║╨▓╨╡╨╜_╤à╤é╨░_╨╗╨░.wav,Ма̄нь ӯсквен ёхта­лам нэ̄квет халанылт потыртасыт.,Man uzkin jau chtā laim nekhet haladnulpotrtes.
186,data/AudioCorpus/Recordings/mns_3002b4aa-88b0-4e33-8c62-3bf964711e2f/004_╨ó╤ï_╤â╤é╤ï╤é_╨╝╨░_╨▓_╨░╨║╨▓╨░╨│_╤â.wav,Ты утыт ма̄в акваг уральтыяныл.,tiyutut maw ako uraltiyanu
187,data/AudioCorpus/Recordings/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/034_╨£╤â╨╖╨╡╨╕╠å╤é_╨╜╤Å_╨▓╤Ç╨░╨╝╤ï╤é_╨╜╨│╨╕.wav,Музейт ня̄врамыт ёнгилыл ва̄рыглаве̄сыт.,"Mu ziit, niavrame, dien gila varai, lai visat."
188,data/AudioCorpus/Recordings/mns_88c33b5a-ec48-4679-aeb6-ead6e7f69a6a/035_╨₧╤à╤ü╨░╤Ç_╤à╤â╤Ç╨╕_╨┐╨╛_╤ü╨╗╤ï╤ü╤ï╤é.wav,"Охсар хури по̄слысыт, пластилиныл матыр ва̄рсыт.",Oks ar chulipu aslysit plastilinu matrvārs.
189,data/AudioCorpus/Recordings/mns_9631248b-70a9-4214-8041-be3ffe4740ca/044_╨ó╨╛╤é_╤Ç╤â╤ë_╨╗╨░_╤é_╤ï╨╗_╤é╨╛╨╗╨╝.wav,"Тот рущ ла̄тӈыл толмащлавет, таит ловиньтэ̄гум. ","Rūšlēt nūtu omaislēt, teitložinti."
190,data/AudioCorpus/Recordings/mns_9631248b-70a9-4214-8041-be3ffe4740ca/014_╨₧╤ü_╤é╤ï╨│_╤é╤ì_╨╜╤é╨╕_╤Å╨╜╤ï╨│╨╝╨░.wav,Ос тыг тэ̄нти яныгмам ма̄тэ̄н Хо̄нтаӈ районын рӯпитаӈкве ёхтысы̄г.,"Ости, тень, який мам має, дякую, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має, має,"
191,data/AudioCorpus/Recordings/mns_429299ad-9257-4d76-8a3e-8996ef83be1a/055__╨║╨░╨╜╤Å╨╜╤ì_╨╛_╤ü_╤ü╨░╨║╨░_╨╝╨░_.wav,"Āканянэ о̄с сака ма̄щтырыг ва̄риянэ, ю̄нтмиланэ ма̄нит, сун­суӈкве пӯмщиг о̄лы. ","Akanė ne osakamais štoregu arėjene. Jūt mėlime mani, tums unsumfiu pūmši, o lii."
192,data/AudioCorpus/Recordings/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/021_╨ó╨╛╤é_╨╛╤ü_╨╝╨╛_╤é_╨╜╨│╤ï╨╜╤â╤é_╨╜.wav,Тот ос мо̄т ёнгынут ня̄врамытын ос та̄наныл ханищтан хо̄тпатын суссылтасыт. ,Das ist ein guter Asmalt.
193,data/AudioCorpus/Recordings/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/042_╨ó╤ï_╨║╨░╤ü╤é╤ï╨╗_╨╛╨║╤Ç╤â╨│_╨░╤Ç╤à╨╕.wav,Ты кастыл округ архив колн ёхталасыт.,тікастыл оңұрң архив кңдерталасыт бұт
194,data/AudioCorpus/Recordings/mns_2102c826-500d-46de-868c-705bd8af0c29/018_╨Ñ╨░╨╜╤é╤ï_╨£╨░╨╜╤ü╨╕╨╕╠å╤ü╨║╨░╨╜╤ï╨╗_╨╛.wav,"Ханты-Мансийсканыл ос Хо̄нтаӈ районныл наука, культура щирыл рӯпитан хо̄тпат ёхтала­сыт. ",Antymensiskanu oschantangraivinu nauka kultura šiurali ruopitant hvatpat johtalasi.
195,data/AudioCorpus/Recordings/mns_c4637cd7-b933-4239-89e1-e288474fd655/019_╨É╨╜╨╜╨░_╨╝╨░_╨╜╤î_╤é╨░_╨│╤ï╨╗_╨▓╨░.wav,"Анна ма̄нь та̄гыл ва̄щинь­тас, хумус оматэ со̄втыт, са̄ныт ос мо̄т э̄рнэ порма­сыт ю̄нтыс.","Anamājāl vāšintas, kumos omatis ovo, tānātos, osmādēt nīparmas atju."
196,data/AudioCorpus/Recordings/mns_cfc7a27d-d8e0-4df2-a319-708b1a6d2ecb/014_╨£╨╛_╤é╨░╨╜╤ï╤é_╨║╨░_╤é╨░╨╜╤ï╨╗_╨╕_.wav,Мо̄­таныт ка̄таныл иӈ тӯп­камыт. ,Могут напкатывать на интубках.
197,data/AudioCorpus/Recordings/mns_9631248b-70a9-4214-8041-be3ffe4740ca/033_╨ó╤ï_╨╜╤Å_╨▓╤Ç╨░╨╝╨░╨║╨▓╨╡╤é_╨░╨╝_╤ü.wav,"Ты ня̄врамаквет ам сака э̄руптыянум ос пенсиян минасум, тувыл по̄хын патхатсум.","Tai nėbra ma, kad tam sakai eropti jenu, paspiencijai minasum tu, po achen pat hatas."
198,data/AudioCorpus/Recordings/mns_d62322fd-b3e5-4709-bf24-cff8061e45ed/025__╤é╤ï╨╗_╤ì_╤Ç╤ï_╨┐╨░_╨║╨▓╨┐╨░╨╗_╤Ä.wav,Ётыл э̄рыӈ па̄квпал ю̄нтуӈкве ханищтахтэ̄гум.,"Jodel er gbak, paljontom vi kanjistak tegom."
199,data/AudioCorpus/Recordings/mns_cc9f9e0f-8d0a-4fa7-9dc7-0955a2c05caa/043_╨É_╤é╤Å╤é╤ì_╨┐╤ï╨│╤Ç╨╕╤ë╨╕╨│_╨╛_╨╗╨╝.wav,"А̄тятэ пыгрищиг о̄лме порат акваг такви а̄ще ёт алыщ­лас, рӯпитас.","Atytai pugrišiju, o mi porat akul takviju asijot alyšlas rupi test."
200,data/AudioCorpus/Recordings/mns_9631248b-70a9-4214-8041-be3ffe4740ca/043_╨É╨╜╤î_╨╛╤ü_╨▓╨░_╨║╨▓╨╡_╨┐╨░╤é╤ï╤ü╨╗.wav,"Ань ос ва̄ӈкве патыслум, ищхӣпыӈ ло̄псыт ма̄ньщи потрыт хо̄нтыянум.","Aš vankai patyslom, iši buluop, sepmanči, potrėt hlandai."
201,data/AudioCorpus/Recordings/mns_41750756-d0b8-4e44-b90b-0d6770b8df9a/016_╨ó╨░╨▓_╨░╨╜╤î_╨┐╨╛╤é╤Ç╨╡_╤é╨░_╤â╤Ç╤ï.wav,"Тав ань потре та урыл о̄лыс, ка̄сыӈ ма̄т о̄лнэ ма̄хум та̄нтина̄ныл та̄нти щирыл ла̄вияныл.","Tavaňi potrita urlų o alskasumat, o alnii machum tantinā, no tantis šiurlāvijenu."
202,data/AudioCorpus/Recordings/mns_3002b4aa-88b0-4e33-8c62-3bf964711e2f/019_╨₧╤ü_╨║╨░╤Ç╤ï╤ü_╨▓╤ï╤ê╨║╨░╤é╤ï╨╜_╨▓╨░.wav,Ос карыс вышкатын ва̄т ман ос нёлса̄т метра карсытын тагатасаныл.,"Ужаска тун-ватмана снился от метра, кажется, это не то, что это самое."
203,data/AudioCorpus/Recordings/mns_cc9f9e0f-8d0a-4fa7-9dc7-0955a2c05caa/004_╨ÿ╨▓╨░╨╜_╨¥╨╕╨║╨╕╤é╨╕╤ç_╨É╨╗╨│╨░╨┤╤î╨╡.wav,Иван Никитич Алгадьев яныг о̄йка.,įvanį kitiš algadėf jenai oiką.
204,data/AudioCorpus/Recordings/mns_fc3fe528-fe46-498b-9d60-49e20a18aa98/016_╨ó╨╛_╨▓╨░╤é_╨╛╤ü_╨í╨░╤Ç╨░╨╜╨┐╨░_╨▓╤ï.wav,То̄ват ос Саранпа̄вылн манос Сӯкыръян о̄лмыг­тасыт. ,"tuvat os sr. pavel, manusukrin valmiutas."
205,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/110_╨í╨░_╨▓_╨╜╨╛╤é╨╜_╨╕_╤ì_╨╗╨░╨╗╤î_╤é.wav,Са̄в нотн иӈ э̄лаль тотаве. ,und die Saarnoten in der Helleniftotei.
206,data/AudioCorpus/Recordings/mns_5023843d-262d-4eba-a179-86abf1657656/008_╨ú_╤ë╨╗╨░╤à╤é╤ï╨╜_╨╜╤Å_╨▓╤Ç╨░╨╝╨░╨║╨▓.wav,Ӯщлахтын ня̄врамаквет ма̄ньщи ла̄тӈыл потыр­таӈкв ханищтыянэ. ,ошлақтын неаврама кет манші латнал потіртам ханштыйані.
207,data/AudioCorpus/Recordings/mns_f9383813-db15-4833-9407-325b3d45d79c/034_╨ó╤â╨▓╤ï╨╗_╤à╨╛_╤é_╤ü╨░_╨╕╠å_╨╝╨░_╤é.wav,Тувыл хо̄т са̄й ма̄т акв э̄тпостем то̄слы­я­ныл.,"Ту в ухо отца и мат, а к яд по стемту ослеенно."
208,data/AudioCorpus/Recordings/mns_f9383813-db15-4833-9407-325b3d45d79c/039_╨Ü╨░╤ü╤ï╨╗_╨╛_╨▓╤ï╨╗╤é╨░╨╜_╤ì_╨╗╤ï_.wav,Касыл о̄вылтан э̄лы-па̄лт я̄ ва̄тат са̄в хо̄тпа атхатыглас.,"Kassel ovoelt een elpalt, ja wad het zafhoudbaar uit Hadeelers."
